HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.Correctness.label,Approve,Reject
3OWZNK3RYLKE4VCS7WD6SGGC82V2U9,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,37C0GNLMHGYISEI0Y54MWDPOMZC6DE,A12ATVBE1I4567,Submitted,Thu Nov 05 17:07:35 PST 2020,Thu Nov 05 17:11:55 PST 2020,Sun Nov 08 17:11:55 PST 2020,,,,260,0% (0/0),0% (0/0),0% (0/0),"A is a kitten, B is a lobster, so B is not likely to fall asleep in your arms more than A","A is a kitten, B is a lobster, so B is not likely to fall asleep in your arms less than A",Neither of them follow commonsense,,
3NKW03WTLM28OI3I47I86MZC9OJQW9,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,31LM9EDVOMN32LOK7ICE1M6NM9YNJJ,A12ATVBE1I4567,Submitted,Thu Nov 05 17:07:41 PST 2020,Thu Nov 05 17:12:56 PST 2020,Sun Nov 08 17:12:56 PST 2020,,,,315,0% (0/0),0% (0/0),0% (0/0),"A is living in Malaysia, B is living in Giza, Egypt, so B is likely living in a less hot condition than A.","A is living in Malaysia, B is living in Giza, Egypt, so B is likely living in a more hot condition than A.",They both follow commonsense,,
3NKW03WTLM28OI3I47I86MZC9OJQW9,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3TEM0PF1Q6SNE3WLWGO5NCFX9WS0D9,A1PUOSCN106A97,Submitted,Thu Nov 05 17:20:52 PST 2020,Thu Nov 05 17:26:49 PST 2020,Sun Nov 08 17:26:49 PST 2020,,,,357,0% (0/0),0% (0/0),0% (0/0),"A is living in Malaysia, B is living in Giza, Egypt, so B is likely living in a less hot condition than A.","A is living in Malaysia, B is living in Giza, Egypt, so B is likely living in a more hot condition than A.",Sentence 2 follows commonsense,,
3E22YV8GG11X1CTPCTCWAYWBBGTNPO,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,34Z02EIMIT8UVSSII6OKSGXJCIFT0K,A12ATVBE1I4567,Submitted,Thu Nov 05 17:21:14 PST 2020,Thu Nov 05 17:22:40 PST 2020,Sun Nov 08 17:22:40 PST 2020,,,,86,0% (0/0),0% (0/0),0% (0/0),"A talks over B's head, so A is less snobby than B","A talks over B's head, so A is more snobby than B",Sentence 2 follows commonsense,,
3E22YV8GG11X1CTPCTCWAYWBBGTNPO,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3RWE2M8QWI5W0FNYLA28JHRRN0SN0C,A1GASF35DM5ZD6,Submitted,Thu Nov 05 17:10:30 PST 2020,Thu Nov 05 17:10:39 PST 2020,Sun Nov 08 17:10:39 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),"A talks over B's head, so A is less snobby than B","A talks over B's head, so A is more snobby than B",Sentence 2 follows commonsense,,
3KG2UQJ0MJJI1OU4C6RLA3MLGCFNQF,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,35LDD5557BZSVN92D2XQPMH0W8PMKI,AYYSG3O9FNU15,Submitted,Thu Nov 05 17:18:39 PST 2020,Thu Nov 05 17:26:49 PST 2020,Sun Nov 08 17:26:49 PST 2020,,,,490,0% (0/0),0% (0/0),0% (0/0),"A listens to another person's stories while B does not, so A is not more interested than B","A listens to another person's stories while B does not, so A is not less interested than B",Neither of them follow commonsense,,
3KG2UQJ0MJJI1OU4C6RLA3MLGCFNQF,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3AWETUDC93N1OZIXSO28K8YWJ8IIZK,A3INH7VQY14DOF,Submitted,Thu Nov 05 17:16:08 PST 2020,Thu Nov 05 17:16:20 PST 2020,Sun Nov 08 17:16:20 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),"A listens to another person's stories while B does not, so A is not more interested than B","A listens to another person's stories while B does not, so A is not less interested than B",Sentence 2 follows commonsense,,
38F60IALAGCS88UPS4JI4W1VSQ3T0O,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3EO896NRAXQ1XYT44EYQALCFBRLTJR,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:17:39 PST 2020,Thu Nov 05 17:23:07 PST 2020,Sun Nov 08 17:23:07 PST 2020,,,,328,0% (0/0),0% (0/0),0% (0/0),"A is a better chess player than B, so A is less likely to be play chess than B","A is a better chess player than B, so A is more likely to be play chess than B",Sentence 2 follows commonsense,,
38F60IALAGCS88UPS4JI4W1VSQ3T0O,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3PMBY0YE28YV55EKWGCNWHY8R099CT,A1S8KMGKJACGVO,Submitted,Thu Nov 05 17:16:48 PST 2020,Thu Nov 05 17:17:16 PST 2020,Sun Nov 08 17:17:16 PST 2020,,,,28,0% (0/0),0% (0/0),0% (0/0),"A is a better chess player than B, so A is less likely to be play chess than B","A is a better chess player than B, so A is more likely to be play chess than B",Statement 1 follows commonsense,,
3VMHWJRYHVBQMTIZ0W30W695BOGXFF,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3PMBY0YE28YV55EKWGCNWHY8R089CS,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:09:28 PST 2020,Thu Nov 05 17:14:56 PST 2020,Sun Nov 08 17:14:56 PST 2020,,,,328,0% (0/0),0% (0/0),0% (0/0),"A feels sick to my stomach while B does not, so A is less sore than B","A feels sick to my stomach while B does not, so A is more sore than B",Sentence 2 follows commonsense,,
3VMHWJRYHVBQMTIZ0W30W695BOGXFF,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3WMINLGALCY9AOOPOMQNSC9SXIRAC9,A12ATVBE1I4567,Submitted,Thu Nov 05 17:12:41 PST 2020,Thu Nov 05 17:17:54 PST 2020,Sun Nov 08 17:17:54 PST 2020,,,,313,0% (0/0),0% (0/0),0% (0/0),"A feels sick to my stomach while B does not, so A is less sore than B","A feels sick to my stomach while B does not, so A is more sore than B",Sentence 2 follows commonsense,,
3UQ1LLR26A30Q8K2BXEK7B3R7ZTLA4,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,33PPO7FECWAYLYD106DBTGFTVQ8DIG,A1S8KMGKJACGVO,Submitted,Thu Nov 05 17:14:18 PST 2020,Thu Nov 05 17:15:10 PST 2020,Sun Nov 08 17:15:10 PST 2020,,,,52,0% (0/0),0% (0/0),0% (0/0),"A yells back more than B, so A is not less angry than B","A yells back more than B, so A is not more angry than B",Statement 1 follows commonsense,,
3UQ1LLR26A30Q8K2BXEK7B3R7ZTLA4,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3TOK3KHVJUDS0BNU7ONUDL1JLO47OC,A3U0KDVWCZ7VP9,Submitted,Thu Nov 05 17:13:20 PST 2020,Thu Nov 05 17:14:02 PST 2020,Sun Nov 08 17:14:02 PST 2020,,,,42,0% (0/0),0% (0/0),0% (0/0),"A yells back more than B, so A is not less angry than B","A yells back more than B, so A is not more angry than B",Statement 1 follows commonsense,,
3R5LWXWHR03W0TEUBG9IER9HC3GXGE,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,37UEWGM5HU3HM208A0NP66FBTPO1RI,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:10:43 PST 2020,Thu Nov 05 17:11:22 PST 2020,Sun Nov 08 17:11:22 PST 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),"A gives another person a berth while B does not, so A is more caring than B","A gives another person a berth while B does not, so A is less caring than B",Statement 1 follows commonsense,,
3R5LWXWHR03W0TEUBG9IER9HC3GXGE,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3NLZY2D53QKU08PCQVG8LVEKV9QQLB,AD1ILDUXZHASF,Submitted,Thu Nov 05 17:08:56 PST 2020,Thu Nov 05 17:11:11 PST 2020,Sun Nov 08 17:11:11 PST 2020,,,,135,0% (0/0),0% (0/0),0% (0/0),"A gives another person a berth while B does not, so A is more caring than B","A gives another person a berth while B does not, so A is less caring than B",Statement 1 follows commonsense,,
3EFNPKWBMSJN9RWVDPDRMJXXYRR03F,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,373ERPL3YP3IVMCHCJ7ZCCY6L8FRTH,A12ATVBE1I4567,Submitted,Thu Nov 05 17:19:10 PST 2020,Thu Nov 05 17:20:33 PST 2020,Sun Nov 08 17:20:33 PST 2020,,,,83,0% (0/0),0% (0/0),0% (0/0),"A receives visits from nyc while B does not, so B is less curious than A","A receives visits from nyc while B does not, so B is more curious than A",Neither of them follow commonsense,,
3EFNPKWBMSJN9RWVDPDRMJXXYRR03F,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3QXNC7EIPJQBBDJ4K0J31GW7IBC09R,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:12:45 PST 2020,Thu Nov 05 17:12:53 PST 2020,Sun Nov 08 17:12:53 PST 2020,,,,8,0% (0/0),0% (0/0),0% (0/0),"A receives visits from nyc while B does not, so B is less curious than A","A receives visits from nyc while B does not, so B is more curious than A",Neither of them follow commonsense,,
3OCZWXS7ZO23K28LG1N3Z0N5FLT5LJ,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,35GMH2SV3FCD9Q24UW10JVT07B7OEE,AD1ILDUXZHASF,Submitted,Thu Nov 05 17:08:52 PST 2020,Thu Nov 05 17:10:25 PST 2020,Sun Nov 08 17:10:25 PST 2020,,,,93,0% (0/0),0% (0/0),0% (0/0),"A wants to get in shape more than B, so A is more determined than B","A wants to get in shape more than B, so A is less determined than B",Statement 1 follows commonsense,,
3OCZWXS7ZO23K28LG1N3Z0N5FLT5LJ,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3IKZ72A5B5BNXJ2OOSLTMOEVT2HNFG,A34DYM8J0X5VK,Submitted,Thu Nov 05 17:07:27 PST 2020,Thu Nov 05 17:07:46 PST 2020,Sun Nov 08 17:07:46 PST 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),"A wants to get in shape more than B, so A is more determined than B","A wants to get in shape more than B, so A is less determined than B",Statement 1 follows commonsense,,
3DZKABX2ZI0RFSTU9FCH0FRHY0GVCZ,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3B1NLC6UG0RTE4AWFR438YJ2UWJPGE,AYYSG3O9FNU15,Submitted,Thu Nov 05 17:19:43 PST 2020,Thu Nov 05 17:28:23 PST 2020,Sun Nov 08 17:28:23 PST 2020,,,,520,0% (0/0),0% (0/0),0% (0/0),"A is a owl, B is a alligator, so A is not less likely to rest during the day than B","A is a owl, B is a alligator, so A is not more likely to rest during the day than B",Neither of them follow commonsense,,
3DZKABX2ZI0RFSTU9FCH0FRHY0GVCZ,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3SLE99ER0O8R1R4RMEARYLUJOIXBZ3,A12ATVBE1I4567,Submitted,Thu Nov 05 17:08:51 PST 2020,Thu Nov 05 17:16:14 PST 2020,Sun Nov 08 17:16:14 PST 2020,,,,443,0% (0/0),0% (0/0),0% (0/0),"A is a owl, B is a alligator, so A is not less likely to rest during the day than B","A is a owl, B is a alligator, so A is not more likely to rest during the day than B",Statement 1 follows commonsense,,
3A9LA2FRWS9A0P95VMR0ZRLIR3TXHD,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,32RIADZISTZAFGX4C76WUERARBH4SM,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:12:34 PST 2020,Thu Nov 05 17:12:44 PST 2020,Sun Nov 08 17:12:44 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),"A is a sheep, B is a kitten, so B is not likely to live in a field more than A","A is a sheep, B is a kitten, so B is not likely to live in a field less than A",Statement 1 follows commonsense,,
3A9LA2FRWS9A0P95VMR0ZRLIR3TXHD,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3VNL7UK1XGELSW78LO75VNKNIK3TFN,AD1ILDUXZHASF,Submitted,Thu Nov 05 17:09:06 PST 2020,Thu Nov 05 17:09:28 PST 2020,Sun Nov 08 17:09:28 PST 2020,,,,22,0% (0/0),0% (0/0),0% (0/0),"A is a sheep, B is a kitten, so B is not likely to live in a field more than A","A is a sheep, B is a kitten, so B is not likely to live in a field less than A",Sentence 2 follows commonsense,,
337F8MIIMZ88RNFZD3IAWOP3CRN040,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,32Q90QCQ1TGUJZHPW497CECRN6XEKK,AD1ILDUXZHASF,Submitted,Thu Nov 05 17:08:59 PST 2020,Thu Nov 05 17:12:05 PST 2020,Sun Nov 08 17:12:05 PST 2020,,,,186,0% (0/0),0% (0/0),0% (0/0),"A sees B's friends more than B, so B is not more social than A","A sees B's friends more than B, so B is not less social than A",Sentence 2 follows commonsense,,
337F8MIIMZ88RNFZD3IAWOP3CRN040,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3NJM2BJS4X1GXSURD58KI7YNW4QPC3,A1GASF35DM5ZD6,Submitted,Thu Nov 05 17:10:07 PST 2020,Thu Nov 05 17:10:30 PST 2020,Sun Nov 08 17:10:30 PST 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),"A sees B's friends more than B, so B is not more social than A","A sees B's friends more than B, so B is not less social than A",Statement 1 follows commonsense,,
3UXQ63NLAAH59IPUHBEG2MNXPHELBZ,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3Q5ZZ9ZEVPAASFMVCEJ1IFXNFD585V,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:14:12 PST 2020,Thu Nov 05 17:19:14 PST 2020,Sun Nov 08 17:19:14 PST 2020,,,,302,0% (0/0),0% (0/0),0% (0/0),"A is living in the South Pole, B is living in the Black Sea, so A is not likely living in a less cold condition than B.","A is living in the South Pole, B is living in the Black Sea, so A is not likely living in a more cold condition than B.",Sentence 2 follows commonsense,,
3UXQ63NLAAH59IPUHBEG2MNXPHELBZ,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3R9WASFE20BHE8G7RGWNHBL43GQZFA,A1S8KMGKJACGVO,Submitted,Thu Nov 05 17:19:01 PST 2020,Thu Nov 05 17:19:29 PST 2020,Sun Nov 08 17:19:29 PST 2020,,,,28,0% (0/0),0% (0/0),0% (0/0),"A is living in the South Pole, B is living in the Black Sea, so A is not likely living in a less cold condition than B.","A is living in the South Pole, B is living in the Black Sea, so A is not likely living in a more cold condition than B.",Statement 1 follows commonsense,,
3VZYA8PITOTQN6JZR81K1GVHCNI055,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3OCHAWUVGPF3PZ86R9ZZ03XY3C9KX0,A1PUOSCN106A97,Submitted,Thu Nov 05 17:15:08 PST 2020,Thu Nov 05 17:17:56 PST 2020,Sun Nov 08 17:17:56 PST 2020,,,,168,0% (0/0),0% (0/0),0% (0/0),"A walks another person's dogs while B does not, so A is not more generous than B","A walks another person's dogs while B does not, so A is not less generous than B",Sentence 2 follows commonsense,,
3VZYA8PITOTQN6JZR81K1GVHCNI055,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3RANCT1ZVGCAFSAHGRBJHTF4M0IBUE,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:08:44 PST 2020,Thu Nov 05 17:09:48 PST 2020,Sun Nov 08 17:09:48 PST 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),"A walks another person's dogs while B does not, so A is not more generous than B","A walks another person's dogs while B does not, so A is not less generous than B",Sentence 2 follows commonsense,,
371QPA24C2JSFXF7ONNII1K5XI9T1R,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,39GHHAVOMGMHGDEEPDXI2D0NVS4J4L,ALDKDKRBR4LXD,Submitted,Thu Nov 05 17:16:32 PST 2020,Thu Nov 05 17:17:12 PST 2020,Sun Nov 08 17:17:12 PST 2020,,,,40,0% (0/0),0% (0/0),0% (0/0),"A plays the B role, B does not, so B is not more ready than A","A plays the B role, B does not, so B is not less ready than A",Statement 1 follows commonsense,,
371QPA24C2JSFXF7ONNII1K5XI9T1R,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3U84XHCDID87GSJI7Z04Q7ODEQI4ZS,A12ATVBE1I4567,Submitted,Thu Nov 05 17:20:02 PST 2020,Thu Nov 05 17:22:03 PST 2020,Sun Nov 08 17:22:03 PST 2020,,,,121,0% (0/0),0% (0/0),0% (0/0),"A plays the B role, B does not, so B is not more ready than A","A plays the B role, B does not, so B is not less ready than A",Neither of them follow commonsense,,
3YGYP136414IDP94PLGLFTWQCYHNRG,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3GDTJDAPVV680M714D0NZH8918V8ML,A1PUOSCN106A97,Submitted,Thu Nov 05 17:15:18 PST 2020,Thu Nov 05 17:22:47 PST 2020,Sun Nov 08 17:22:47 PST 2020,,,,449,0% (0/0),0% (0/0),0% (0/0),"A is at the gas station while B is not, so B is not more attentive than A","A is at the gas station while B is not, so B is not less attentive than A",Statement 1 follows commonsense,,
3YGYP136414IDP94PLGLFTWQCYHNRG,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:34 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:34 PST 2020,,,3NC5L260MPH5F420P7L61DE0JCNOFX,A22VGT2F28LTWC,Submitted,Thu Nov 05 17:17:12 PST 2020,Thu Nov 05 17:17:19 PST 2020,Sun Nov 08 17:17:19 PST 2020,,,,7,0% (0/0),0% (0/0),0% (0/0),"A is at the gas station while B is not, so B is not more attentive than A","A is at the gas station while B is not, so B is not less attentive than A",Neither of them follow commonsense,,
3BKZLF990ZUCDNYIJ80WRJKSKWJQY8,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:35 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:35 PST 2020,,,33FBRBDW6PUVR0VARO69WL3X7UQC86,A12TSLY8GXWHB4,Submitted,Thu Nov 05 17:09:22 PST 2020,Thu Nov 05 17:14:35 PST 2020,Sun Nov 08 17:14:35 PST 2020,,,,313,0% (0/0),0% (0/0),0% (0/0),"A keeps B's eyes on B, so B is less observant than A","A keeps B's eyes on B, so B is more observant than A",Statement 1 follows commonsense,,
3BKZLF990ZUCDNYIJ80WRJKSKWJQY8,31WLO1EP3YTY7SUSEUEOTDPIRQJSQF,Verify commonsense statements,"Given two commonsense statement, verify their correctness","commonsense, verify, correctness",$0.08 ,Thu Nov 05 17:05:35 PST 2020,2,BatchId:4242296;OriginalHitTemplateId:928390909;,600,259200,Thu Nov 12 17:05:35 PST 2020,,,3DEL4X4EL7GY94XNVO0Q9BC91RGXY6,A1S8KMGKJACGVO,Submitted,Thu Nov 05 17:16:18 PST 2020,Thu Nov 05 17:16:46 PST 2020,Sun Nov 08 17:16:46 PST 2020,,,,28,0% (0/0),0% (0/0),0% (0/0),"A keeps B's eyes on B, so B is less observant than A","A keeps B's eyes on B, so B is more observant than A",Neither of them follow commonsense,,
